auth_name,code,name,description,scope,coordinate_system_auth_name,coordinate_system_code,geodetic_crs_auth_name,geodetic_crs_code,conversion_auth_name,conversion_code,area_of_use_auth_name,area_of_use_code,text_definition,deprecated
EPSG,6270,MAGNA-SIRGAS / Santa Marta urban grid,,,EPSG,4500,EPSG,4686,EPSG,6238,EPSG,4128,,0
EPSG,6271,MAGNA-SIRGAS / Sucre urban grid,,,EPSG,4500,EPSG,4686,EPSG,6239,EPSG,4130,,0
EPSG,6272,MAGNA-SIRGAS / Tunja urban grid,,,EPSG,4500,EPSG,4686,EPSG,6240,EPSG,4131,,0
EPSG,6273,MAGNA-SIRGAS / Valledupar urban grid,,,EPSG,4500,EPSG,4686,EPSG,6241,EPSG,4158,,0
EPSG,6274,MAGNA-SIRGAS / Villavicencio urban grid,,,EPSG,4500,EPSG,4686,EPSG,6242,EPSG,4159,,0
EPSG,6275,MAGNA-SIRGAS / Yopal urban grid,,,EPSG,4500,EPSG,4686,EPSG,6243,EPSG,4160,,0
EPSG,6307,NAD83(CORS96) / Puerto Rico and Virgin Is.,,,EPSG,4499,EPSG,6783,EPSG,15230,EPSG,3634,,0
EPSG,6312,CGRS93 / Cyprus Local Transverse Mercator,,,EPSG,4400,EPSG,6311,EPSG,6308,EPSG,3236,,0
EPSG,6316,MGI 1901 / Balkans zone 7,,,EPSG,4498,EPSG,3906,EPSG,18277,EPSG,1711,,0
EPSG,6328,NAD83(2011) / UTM zone 59N,,,EPSG,4400,EPSG,6318,EPSG,16059,EPSG,3372,,0
EPSG,6329,NAD83(2011) / UTM zone 60N,,,EPSG,4400,EPSG,6318,EPSG,16060,EPSG,3373,,0
EPSG,6330,NAD83(2011) / UTM zone 1N,,,EPSG,4400,EPSG,6318,EPSG,16001,EPSG,3374,,0
EPSG,6331,NAD83(2011) / UTM zone 2N,,,EPSG,4400,EPSG,6318,EPSG,16002,EPSG,3375,,0
EPSG,6332,NAD83(2011) / UTM zone 3N,,,EPSG,4400,EPSG,6318,EPSG,16003,EPSG,2133,,0
EPSG,6333,NAD83(2011) / UTM zone 4N,,,EPSG,4400,EPSG,6318,EPSG,16004,EPSG,2134,,0
EPSG,6334,NAD83(2011) / UTM zone 5N,,,EPSG,4400,EPSG,6318,EPSG,16005,EPSG,2135,,0
EPSG,6335,NAD83(2011) / UTM zone 6N,,,EPSG,4400,EPSG,6318,EPSG,16006,EPSG,2136,,0
EPSG,6336,NAD83(2011) / UTM zone 7N,,,EPSG,4400,EPSG,6318,EPSG,16007,EPSG,3494,,0
EPSG,6337,NAD83(2011) / UTM zone 8N,,,EPSG,4400,EPSG,6318,EPSG,16008,EPSG,3495,,0
EPSG,6338,NAD83(2011) / UTM zone 9N,,,EPSG,4400,EPSG,6318,EPSG,16009,EPSG,3496,,0
EPSG,6339,NAD83(2011) / UTM zone 10N,,,EPSG,4400,EPSG,6318,EPSG,16010,EPSG,3497,,0
EPSG,6340,NAD83(2011) / UTM zone 11N,,,EPSG,4400,EPSG,6318,EPSG,16011,EPSG,3498,,0
EPSG,6341,NAD83(2011) / UTM zone 12N,,,EPSG,4400,EPSG,6318,EPSG,16012,EPSG,3499,,0
EPSG,6342,NAD83(2011) / UTM zone 13N,,,EPSG,4400,EPSG,6318,EPSG,16013,EPSG,3500,,0
EPSG,6343,NAD83(2011) / UTM zone 14N,,,EPSG,4400,EPSG,6318,EPSG,16014,EPSG,3501,,0
EPSG,6344,NAD83(2011) / UTM zone 15N,,,EPSG,4400,EPSG,6318,EPSG,16015,EPSG,3502,,0
EPSG,6345,NAD83(2011) / UTM zone 16N,,,EPSG,4400,EPSG,6318,EPSG,16016,EPSG,3503,,0
EPSG,6346,NAD83(2011) / UTM zone 17N,,,EPSG,4400,EPSG,6318,EPSG,16017,EPSG,3504,,0
EPSG,6347,NAD83(2011) / UTM zone 18N,,,EPSG,4400,EPSG,6318,EPSG,16018,EPSG,3505,,0
EPSG,6348,NAD83(2011) / UTM zone 19N,,,EPSG,4400,EPSG,6318,EPSG,16019,EPSG,3506,,0
EPSG,6350,NAD83(2011) / Conus Albers,,,EPSG,4499,EPSG,6318,EPSG,5068,EPSG,1323,,0
EPSG,6351,NAD83(2011) / EPSG Arctic zone 5-29,,,EPSG,4400,EPSG,6318,EPSG,6029,EPSG,4100,,0
EPSG,6352,NAD83(2011) / EPSG Arctic zone 5-31,,,EPSG,4400,EPSG,6318,EPSG,6030,EPSG,4101,,0
EPSG,6353,NAD83(2011) / EPSG Arctic zone 6-14,,,EPSG,4400,EPSG,6318,EPSG,6039,EPSG,4110,,0
EPSG,6354,NAD83(2011) / EPSG Arctic zone 6-16,,,EPSG,4400,EPSG,6318,EPSG,6040,EPSG,4111,,0
EPSG,6355,NAD83(2011) / Alabama East,,,EPSG,4499,EPSG,6318,EPSG,10131,EPSG,2154,,0
EPSG,6356,NAD83(2011) / Alabama West,,,EPSG,4499,EPSG,6318,EPSG,10132,EPSG,2155,,0
EPSG,6362,Mexico ITRF92 / LCC,,,EPSG,4500,EPSG,4483,EPSG,6361,EPSG,1160,,0
EPSG,6366,Mexico ITRF2008 / UTM zone 11N,,,EPSG,4400,EPSG,6365,EPSG,16011,EPSG,3423,,0
EPSG,6367,Mexico ITRF2008 / UTM zone 12N,,,EPSG,4400,EPSG,6365,EPSG,16012,EPSG,3424,,0
EPSG,6368,Mexico ITRF2008 / UTM zone 13N,,,EPSG,4400,EPSG,6365,EPSG,16013,EPSG,3425,,0
EPSG,6369,Mexico ITRF2008 / UTM zone 14N,,,EPSG,4400,EPSG,6365,EPSG,16014,EPSG,3426,,0
EPSG,6370,Mexico ITRF2008 / UTM zone 15N,,,EPSG,4400,EPSG,6365,EPSG,16015,EPSG,3633,,0
EPSG,6371,Mexico ITRF2008 / UTM zone 16N,,,EPSG,4400,EPSG,6365,EPSG,16016,EPSG,3635,,0
EPSG,6372,Mexico ITRF2008 / LCC,,,EPSG,4500,EPSG,6365,EPSG,6361,EPSG,1160,,0
EPSG,6381,UCS-2000 / Ukraine TM zone 7,,,EPSG,4530,EPSG,5561,EPSG,6374,EPSG,3906,,0
EPSG,6382,UCS-2000 / Ukraine TM zone 8,,,EPSG,4530,EPSG,5561,EPSG,6375,EPSG,3907,,0
EPSG,6383,UCS-2000 / Ukraine TM zone 9,,,EPSG,4530,EPSG,5561,EPSG,6376,EPSG,3908,,0
EPSG,6384,UCS-2000 / Ukraine TM zone 10,,,EPSG,4530,EPSG,5561,EPSG,6377,EPSG,3909,,0
EPSG,6385,UCS-2000 / Ukraine TM zone 11,,,EPSG,4530,EPSG,5561,EPSG,6378,EPSG,3910,,0
EPSG,6386,UCS-2000 / Ukraine TM zone 12,,,EPSG,4530,EPSG,5561,EPSG,6379,EPSG,3912,,0
EPSG,6387,UCS-2000 / Ukraine TM zone 13,,,EPSG,4530,EPSG,5561,EPSG,6380,EPSG,3913,,0
EPSG,6391,Cayman Islands National Grid 2011,,,EPSG,1039,EPSG,6135,EPSG,6390,EPSG,1063,,0
EPSG,6393,NAD83(2011) / Alaska Albers,,,EPSG,4499,EPSG,6318,EPSG,15021,EPSG,1330,,0
EPSG,6394,NAD83(2011) / Alaska zone 1,,,EPSG,4499,EPSG,6318,EPSG,15031,EPSG,2156,,0
EPSG,6395,NAD83(2011) / Alaska zone 2,,,EPSG,4499,EPSG,6318,EPSG,15032,EPSG,2158,,0
EPSG,6396,NAD83(2011) / Alaska zone 3,,,EPSG,4499,EPSG,6318,EPSG,15033,EPSG,2159,,0
EPSG,6397,NAD83(2011) / Alaska zone 4,,,EPSG,4499,EPSG,6318,EPSG,15034,EPSG,2160,,0
EPSG,6398,NAD83(2011) / Alaska zone 5,,,EPSG,4499,EPSG,6318,EPSG,15035,EPSG,2161,,0
EPSG,6399,NAD83(2011) / Alaska zone 6,,,EPSG,4499,EPSG,6318,EPSG,15036,EPSG,2162,,0
EPSG,6400,NAD83(2011) / Alaska zone 7,,,EPSG,4499,EPSG,6318,EPSG,15037,EPSG,2163,,0
EPSG,6401,NAD83(2011) / Alaska zone 8,,,EPSG,4499,EPSG,6318,EPSG,15038,EPSG,2164,,0
EPSG,6402,NAD83(2011) / Alaska zone 9,,,EPSG,4499,EPSG,6318,EPSG,15039,EPSG,2165,,0
EPSG,6403,NAD83(2011) / Alaska zone 10,,,EPSG,4499,EPSG,6318,EPSG,15040,EPSG,2157,,0
EPSG,6404,NAD83(2011) / Arizona Central,,,EPSG,4499,EPSG,6318,EPSG,10232,EPSG,2166,,0
EPSG,6405,NAD83(2011) / Arizona Central (ft),,,EPSG,4495,EPSG,6318,EPSG,15305,EPSG,2166,,0
EPSG,6406,NAD83(2011) / Arizona East,,,EPSG,4499,EPSG,6318,EPSG,10231,EPSG,2167,,0
EPSG,6407,NAD83(2011) / Arizona East (ft),,,EPSG,4495,EPSG,6318,EPSG,15304,EPSG,2167,,0
EPSG,6408,NAD83(2011) / Arizona West,,,EPSG,4499,EPSG,6318,EPSG,10233,EPSG,2168,,0
EPSG,6409,NAD83(2011) / Arizona West (ft),,,EPSG,4495,EPSG,6318,EPSG,15306,EPSG,2168,,0
EPSG,6410,NAD83(2011) / Arkansas North,,,EPSG,4499,EPSG,6318,EPSG,10331,EPSG,2169,,0
EPSG,6411,NAD83(2011) / Arkansas North (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15385,EPSG,2169,,0
EPSG,6412,NAD83(2011) / Arkansas South,,,EPSG,4499,EPSG,6318,EPSG,10332,EPSG,2170,,0
EPSG,6413,NAD83(2011) / Arkansas South (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15386,EPSG,2170,,0
EPSG,6414,NAD83(2011) / California Albers,,,EPSG,4499,EPSG,6318,EPSG,10420,EPSG,1375,,0
EPSG,6415,NAD83(2011) / California zone 1,,,EPSG,4499,EPSG,6318,EPSG,10431,EPSG,2175,,0
EPSG,6416,NAD83(2011) / California zone 1 (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15307,EPSG,2175,,0
EPSG,6417,NAD83(2011) / California zone 2,,,EPSG,4499,EPSG,6318,EPSG,10432,EPSG,2176,,0
EPSG,6418,NAD83(2011) / California zone 2 (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15308,EPSG,2176,,0
EPSG,6419,NAD83(2011) / California zone 3,,,EPSG,4499,EPSG,6318,EPSG,10433,EPSG,2177,,0
EPSG,6420,NAD83(2011) / California zone 3 (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15309,EPSG,2177,,0
EPSG,6421,NAD83(2011) / California zone 4,,,EPSG,4499,EPSG,6318,EPSG,10434,EPSG,2178,,0
EPSG,6422,NAD83(2011) / California zone 4 (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15310,EPSG,2178,,0
EPSG,6423,NAD83(2011) / California zone 5,,,EPSG,4499,EPSG,6318,EPSG,10435,EPSG,2182,,0
EPSG,6424,NAD83(2011) / California zone 5 (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15311,EPSG,2182,,0
EPSG,6425,NAD83(2011) / California zone 6,,,EPSG,4499,EPSG,6318,EPSG,10436,EPSG,2180,,0
EPSG,6426,NAD83(2011) / California zone 6 (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15312,EPSG,2180,,0
EPSG,6427,NAD83(2011) / Colorado Central,,,EPSG,4499,EPSG,6318,EPSG,10532,EPSG,2183,,0
EPSG,6428,NAD83(2011) / Colorado Central (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15314,EPSG,2183,,0
EPSG,6429,NAD83(2011) / Colorado North,,,EPSG,4499,EPSG,6318,EPSG,10531,EPSG,2184,,0
EPSG,6430,NAD83(2011) / Colorado North (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15313,EPSG,2184,,0
EPSG,6431,NAD83(2011) / Colorado South,,,EPSG,4499,EPSG,6318,EPSG,10533,EPSG,2185,,0
EPSG,6432,NAD83(2011) / Colorado South (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15315,EPSG,2185,,0
EPSG,6433,NAD83(2011) / Connecticut,,,EPSG,4499,EPSG,6318,EPSG,10630,EPSG,1377,,0
EPSG,6434,NAD83(2011) / Connecticut (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15316,EPSG,1377,,0
EPSG,6435,NAD83(2011) / Delaware,,,EPSG,4499,EPSG,6318,EPSG,10730,EPSG,1378,,0
EPSG,6436,NAD83(2011) / Delaware (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15317,EPSG,1378,,0
EPSG,6437,NAD83(2011) / Florida East,,,EPSG,4499,EPSG,6318,EPSG,10931,EPSG,2186,,0
EPSG,6438,NAD83(2011) / Florida East (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15318,EPSG,2186,,0
EPSG,6439,NAD83(2011) / Florida GDL Albers,,,EPSG,4499,EPSG,6318,EPSG,10934,EPSG,1379,,0
EPSG,6440,NAD83(2011) / Florida North,,,EPSG,4499,EPSG,6318,EPSG,10933,EPSG,2187,,0
EPSG,6441,NAD83(2011) / Florida North (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15320,EPSG,2187,,0
EPSG,6442,NAD83(2011) / Florida West,,,EPSG,4499,EPSG,6318,EPSG,10932,EPSG,2188,,0
EPSG,6443,NAD83(2011) / Florida West (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15319,EPSG,2188,,0
EPSG,6444,NAD83(2011) / Georgia East,,,EPSG,4499,EPSG,6318,EPSG,11031,EPSG,2189,,0
EPSG,6445,NAD83(2011) / Georgia East (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15321,EPSG,2189,,0
EPSG,6446,NAD83(2011) / Georgia West,,,EPSG,4499,EPSG,6318,EPSG,11032,EPSG,2190,,0
EPSG,6447,NAD83(2011) / Georgia West (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15322,EPSG,2190,,0
EPSG,6448,NAD83(2011) / Idaho Central,,,EPSG,4499,EPSG,6318,EPSG,11132,EPSG,2191,,0
EPSG,6449,NAD83(2011) / Idaho Central (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15324,EPSG,2191,,0
EPSG,6450,NAD83(2011) / Idaho East,,,EPSG,4499,EPSG,6318,EPSG,11131,EPSG,2192,,0
EPSG,6451,NAD83(2011) / Idaho East (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15323,EPSG,2192,,0
EPSG,6452,NAD83(2011) / Idaho West,,,EPSG,4499,EPSG,6318,EPSG,11133,EPSG,2193,,0
EPSG,6453,NAD83(2011) / Idaho West (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15325,EPSG,2193,,0
EPSG,6454,NAD83(2011) / Illinois East,,,EPSG,4499,EPSG,6318,EPSG,11231,EPSG,2194,,0
EPSG,6455,NAD83(2011) / Illinois East (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15387,EPSG,2194,,0
EPSG,6456,NAD83(2011) / Illinois West,,,EPSG,4499,EPSG,6318,EPSG,11232,EPSG,2195,,0
EPSG,6457,NAD83(2011) / Illinois West (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15388,EPSG,2195,,0
EPSG,6458,NAD83(2011) / Indiana East,,,EPSG,4499,EPSG,6318,EPSG,11331,EPSG,2196,,0
EPSG,6459,NAD83(2011) / Indiana East (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15372,EPSG,2196,,0
EPSG,6460,NAD83(2011) / Indiana West,,,EPSG,4499,EPSG,6318,EPSG,11332,EPSG,2197,,0
EPSG,6461,NAD83(2011) / Indiana West (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15373,EPSG,2197,,0
EPSG,6462,NAD83(2011) / Iowa North,,,EPSG,4499,EPSG,6318,EPSG,11431,EPSG,2198,,0
EPSG,6463,NAD83(2011) / Iowa North (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15377,EPSG,2198,,0
EPSG,6464,NAD83(2011) / Iowa South,,,EPSG,4499,EPSG,6318,EPSG,11432,EPSG,2199,,0
EPSG,6465,NAD83(2011) / Iowa South (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15378,EPSG,2199,,0
EPSG,6466,NAD83(2011) / Kansas North,,,EPSG,4499,EPSG,6318,EPSG,11531,EPSG,2200,,0
EPSG,6467,NAD83(2011) / Kansas North (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15379,EPSG,2200,,0
EPSG,6468,NAD83(2011) / Kansas South,,,EPSG,4499,EPSG,6318,EPSG,11532,EPSG,2201,,0
EPSG,6469,NAD83(2011) / Kansas South (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15380,EPSG,2201,,0
EPSG,6470,NAD83(2011) / Kentucky North,,,EPSG,4499,EPSG,6318,EPSG,15303,EPSG,2202,,0
EPSG,6471,NAD83(2011) / Kentucky North (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15328,EPSG,2202,,0
EPSG,6472,NAD83(2011) / Kentucky Single Zone,,,EPSG,4499,EPSG,6318,EPSG,11630,EPSG,1386,,0
EPSG,6473,NAD83(2011) / Kentucky Single Zone (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15375,EPSG,1386,,0
EPSG,6474,NAD83(2011) / Kentucky South,,,EPSG,4499,EPSG,6318,EPSG,11632,EPSG,2203,,0
EPSG,6475,NAD83(2011) / Kentucky South (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15329,EPSG,2203,,0
EPSG,6476,NAD83(2011) / Louisiana North,,,EPSG,4499,EPSG,6318,EPSG,11731,EPSG,2204,,0
EPSG,6477,NAD83(2011) / Louisiana North (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15391,EPSG,2204,,0
EPSG,6478,NAD83(2011) / Louisiana South,,,EPSG,4499,EPSG,6318,EPSG,11732,EPSG,2529,,0
EPSG,6479,NAD83(2011) / Louisiana South (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15392,EPSG,2529,,0
EPSG,6480,NAD83(2011) / Maine CS2000 Central,,,EPSG,4499,EPSG,6318,EPSG,11854,EPSG,2959,,0
EPSG,6481,NAD83(2011) / Maine CS2000 East,,,EPSG,4499,EPSG,6318,EPSG,11851,EPSG,2960,,0
EPSG,6482,NAD83(2011) / Maine CS2000 West,,,EPSG,4499,EPSG,6318,EPSG,11853,EPSG,2958,,0
EPSG,6483,NAD83(2011) / Maine East,,,EPSG,4499,EPSG,6318,EPSG,11831,EPSG,2206,,0
EPSG,6484,NAD83(2011) / Maine East (ftUS),,,EPSG,4497,EPSG,6318,EPSG,11833,EPSG,2206,,0
EPSG,6485,NAD83(2011) / Maine West,,,EPSG,4499,EPSG,6318,EPSG,11832,EPSG,2207,,0
EPSG,6486,NAD83(2011) / Maine West (ftUS),,,EPSG,4497,EPSG,6318,EPSG,11834,EPSG,2207,,0
EPSG,6487,NAD83(2011) / Maryland,,,EPSG,4499,EPSG,6318,EPSG,11930,EPSG,1389,,0
EPSG,6488,NAD83(2011) / Maryland (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15330,EPSG,1389,,0
EPSG,6489,NAD83(2011) / Massachusetts Island,,,EPSG,4499,EPSG,6318,EPSG,12032,EPSG,2208,,0
EPSG,6490,NAD83(2011) / Massachusetts Island (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15332,EPSG,2208,,0
EPSG,6491,NAD83(2011) / Massachusetts Mainland,,,EPSG,4499,EPSG,6318,EPSG,12031,EPSG,2209,,0
EPSG,6492,NAD83(2011) / Massachusetts Mainland (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15331,EPSG,2209,,0
EPSG,6493,NAD83(2011) / Michigan Central,,,EPSG,4499,EPSG,6318,EPSG,12142,EPSG,1724,,0
EPSG,6494,NAD83(2011) / Michigan Central (ft),,,EPSG,4495,EPSG,6318,EPSG,15334,EPSG,1724,,0
EPSG,6495,NAD83(2011) / Michigan North,,,EPSG,4499,EPSG,6318,EPSG,12141,EPSG,1723,,0
EPSG,6496,NAD83(2011) / Michigan North (ft),,,EPSG,4495,EPSG,6318,EPSG,15333,EPSG,1723,,0
EPSG,6497,NAD83(2011) / Michigan Oblique Mercator,,,EPSG,4499,EPSG,6318,EPSG,12150,EPSG,1391,,0
EPSG,6498,NAD83(2011) / Michigan South,,,EPSG,4499,EPSG,6318,EPSG,12143,EPSG,1725,,0
EPSG,6499,NAD83(2011) / Michigan South (ft),,,EPSG,4495,EPSG,6318,EPSG,15335,EPSG,1725,,0
EPSG,6500,NAD83(2011) / Minnesota Central,,,EPSG,4499,EPSG,6318,EPSG,12232,EPSG,2213,,0
EPSG,6501,NAD83(2011) / Minnesota Central (ftUS),,,EPSG,4497,EPSG,6318,EPSG,12235,EPSG,2213,,0
EPSG,6502,NAD83(2011) / Minnesota North,,,EPSG,4499,EPSG,6318,EPSG,12231,EPSG,2214,,0
EPSG,6503,NAD83(2011) / Minnesota North (ftUS),,,EPSG,4497,EPSG,6318,EPSG,12234,EPSG,2214,,0
EPSG,6504,NAD83(2011) / Minnesota South,,,EPSG,4499,EPSG,6318,EPSG,12233,EPSG,2215,,0
EPSG,6505,NAD83(2011) / Minnesota South (ftUS),,,EPSG,4497,EPSG,6318,EPSG,12236,EPSG,2215,,0
EPSG,6506,NAD83(2011) / Mississippi East,,,EPSG,4499,EPSG,6318,EPSG,12331,EPSG,2216,,0
EPSG,6507,NAD83(2011) / Mississippi East (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15336,EPSG,2216,,0
EPSG,6508,NAD83(2011) / Mississippi TM,,,EPSG,4499,EPSG,6318,EPSG,3813,EPSG,1393,,0
EPSG,6509,NAD83(2011) / Mississippi West,,,EPSG,4499,EPSG,6318,EPSG,12332,EPSG,2217,,0
EPSG,6510,NAD83(2011) / Mississippi West (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15337,EPSG,2217,,0
EPSG,6511,NAD83(2011) / Missouri Central,,,EPSG,4499,EPSG,6318,EPSG,12432,EPSG,2218,,0
EPSG,6512,NAD83(2011) / Missouri East,,,EPSG,4499,EPSG,6318,EPSG,12431,EPSG,2219,,0
EPSG,6513,NAD83(2011) / Missouri West,,,EPSG,4499,EPSG,6318,EPSG,12433,EPSG,2220,,0
EPSG,6514,NAD83(2011) / Montana,,,EPSG,4499,EPSG,6318,EPSG,12530,EPSG,1395,,0
EPSG,6515,NAD83(2011) / Montana (ft),,,EPSG,4495,EPSG,6318,EPSG,15338,EPSG,1395,,0
EPSG,6516,NAD83(2011) / Nebraska,,,EPSG,4499,EPSG,6318,EPSG,12630,EPSG,1396,,0
EPSG,6517,NAD83(2011) / Nebraska (ftUS),,,EPSG,4497,EPSG,4759,EPSG,15396,EPSG,1396,,1
EPSG,6518,NAD83(2011) / Nevada Central,,,EPSG,4499,EPSG,6318,EPSG,12732,EPSG,2223,,0
EPSG,6519,NAD83(2011) / Nevada Central (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15382,EPSG,2223,,0
EPSG,6520,NAD83(2011) / Nevada East,,,EPSG,4499,EPSG,6318,EPSG,12731,EPSG,2224,,0
EPSG,6521,NAD83(2011) / Nevada East (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15381,EPSG,2224,,0
EPSG,6522,NAD83(2011) / Nevada West,,,EPSG,4499,EPSG,6318,EPSG,12733,EPSG,2225,,0
EPSG,6523,NAD83(2011) / Nevada West (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15383,EPSG,2225,,0
EPSG,6524,NAD83(2011) / New Hampshire,,,EPSG,4499,EPSG,6318,EPSG,12830,EPSG,1398,,0
EPSG,6525,NAD83(2011) / New Hampshire (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15389,EPSG,1398,,0
EPSG,6526,NAD83(2011) / New Jersey,,,EPSG,4499,EPSG,6318,EPSG,12930,EPSG,1399,,0
EPSG,6527,NAD83(2011) / New Jersey (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15384,EPSG,1399,,0
EPSG,6528,NAD83(2011) / New Mexico Central,,,EPSG,4499,EPSG,6318,EPSG,13032,EPSG,2231,,0
EPSG,6529,NAD83(2011) / New Mexico Central (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15340,EPSG,2231,,0
EPSG,6530,NAD83(2011) / New Mexico East,,,EPSG,4499,EPSG,6318,EPSG,13031,EPSG,2228,,0
EPSG,6531,NAD83(2011) / New Mexico East (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15339,EPSG,2228,,0
EPSG,6532,NAD83(2011) / New Mexico West,,,EPSG,4499,EPSG,6318,EPSG,13033,EPSG,2232,,0
EPSG,6533,NAD83(2011) / New Mexico West (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15341,EPSG,2232,,0
EPSG,6534,NAD83(2011) / New York Central,,,EPSG,4499,EPSG,6318,EPSG,13132,EPSG,2233,,0
EPSG,6535,NAD83(2011) / New York Central (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15343,EPSG,2233,,0
EPSG,6536,NAD83(2011) / New York East,,,EPSG,4499,EPSG,6318,EPSG,13131,EPSG,2234,,0
EPSG,6537,NAD83(2011) / New York East (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15342,EPSG,2234,,0
EPSG,6538,NAD83(2011) / New York Long Island,,,EPSG,4499,EPSG,6318,EPSG,13134,EPSG,2235,,0
EPSG,6539,NAD83(2011) / New York Long Island (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15345,EPSG,2235,,0
EPSG,6540,NAD83(2011) / New York West,,,EPSG,4499,EPSG,6318,EPSG,13133,EPSG,2236,,0
EPSG,6541,NAD83(2011) / New York West (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15344,EPSG,2236,,0
EPSG,6542,NAD83(2011) / North Carolina,,,EPSG,4499,EPSG,6318,EPSG,13230,EPSG,1402,,0
EPSG,6543,NAD83(2011) / North Carolina (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15346,EPSG,1402,,0
EPSG,6544,NAD83(2011) / North Dakota North,,,EPSG,4499,EPSG,6318,EPSG,13331,EPSG,2237,,0
EPSG,6545,NAD83(2011) / North Dakota North (ft),,,EPSG,4495,EPSG,6318,EPSG,15347,EPSG,2237,,0
EPSG,6546,NAD83(2011) / North Dakota South,,,EPSG,4499,EPSG,6318,EPSG,13332,EPSG,2238,,0
EPSG,6547,NAD83(2011) / North Dakota South (ft),,,EPSG,4495,EPSG,6318,EPSG,15348,EPSG,2238,,0
EPSG,6548,NAD83(2011) / Ohio North,,,EPSG,4499,EPSG,6318,EPSG,13431,EPSG,2239,,0
EPSG,6549,NAD83(2011) / Ohio North (ftUS),,,EPSG,4497,EPSG,6318,EPSG,13433,EPSG,2239,,0
EPSG,6550,NAD83(2011) / Ohio South,,,EPSG,4499,EPSG,6318,EPSG,13432,EPSG,2240,,0
EPSG,6551,NAD83(2011) / Ohio South (ftUS),,,EPSG,4497,EPSG,6318,EPSG,13434,EPSG,2240,,0
EPSG,6552,NAD83(2011) / Oklahoma North,,,EPSG,4499,EPSG,6318,EPSG,13531,EPSG,2241,,0
EPSG,6553,NAD83(2011) / Oklahoma North (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15349,EPSG,2241,,0
EPSG,6554,NAD83(2011) / Oklahoma South,,,EPSG,4499,EPSG,6318,EPSG,13532,EPSG,2242,,0
EPSG,6555,NAD83(2011) / Oklahoma South (ftUS),,,EPSG,4497,EPSG,6318,EPSG,15350,EPSG,2242,,0
EPSG,6556,NAD83(2011) / Oregon LCC (m),,,EPSG,4499,EPSG,6318,EPSG,13633,EPSG,1406,,0
EPSG,6557,NAD83(2011) / Oregon GIC Lambert (ft),,,EPSG,4495,EPSG,6318,EPSG,15374,EPSG,1406,,0
EPSG,6558,NAD83(2011) / Oregon North,,,EPSG,4499,EPSG,6318,EPSG,13631,EPSG,2243,,0
